team,cp1,cp2,cp3,cp4,cp5,pl1,pl2,pl3,pl4,pl5,score,date,stage,title
bbq olivers,피오라,세주아니,아지르,코그모,탐 켄치,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.03.07,2018 LCK 스프링 정규 시즌,32일차 2경기 2세트
SKT T1,초가스,세주아니,라이즈,이즈리얼,타릭,SKT T1 Untara,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Wolf,0,2018.03.08,2018 LCK 스프링 정규 시즌,33일차 1경기 1세트
kt 롤스터,나르,올라프,탈리야,바루스,알리스타,KT Smeb,KT Score,kt Ucal,KT Deft,KT Mata,1,2018.03.08,2018 LCK 스프링 정규 시즌,33일차 1경기 1세트
SKT T1,잭스,세주아니,라이즈,시비르,탐 켄치,SKT T1 Untara,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Wolf,0,2018.03.08,2018 LCK 스프링 정규 시즌,33일차 1경기 2세트
kt 롤스터,카밀,올라프,아지르,바루스,브라움,KT Smeb,KT Score,KT Pawn,KT Deft,KT Mata,1,2018.03.08,2018 LCK 스프링 정규 시즌,33일차 1경기 2세트
ROX 타이거즈,피오라,세주아니,탈리야,바루스,탐 켄치,ROX Lindarang,ROX SeongHwan,ROX Lava,ROX Sangyoon,ROX Key,0,2018.03.08,2018 LCK 스프링 정규 시즌,33일차 2경기 1세트
아프리카 프릭스,사이온,카직스,카사딘,자야,라칸,Afreeca Kiin,Afreeca Mowgli,Afreeca kuro,Afreeca Aiming,Afreeca TusiN,1,2018.03.08,2018 LCK 스프링 정규 시즌,33일차 2경기 1세트
ROX 타이거즈,사이온,자르반 4세,탈리야,칼리스타,쓰레쉬,ROX Lindarang,ROX SeongHwan,ROX Lava,ROX Sangyoon,ROX Key,0,2018.03.08,2018 LCK 스프링 정규 시즌,33일차 2경기 2세트
아프리카 프릭스,나르,세주아니,르블랑,자야,라칸,Afreeca Kiin,Afreeca Mowgli,Afreeca kuro,Afreeca Aiming,Afreeca TusiN,1,2018.03.08,2018 LCK 스프링 정규 시즌,33일차 2경기 2세트
MVP,갱플랭크,자크,직스,이즈리얼,탐 켄치,MVP ADD,MVP Beyond,MVP Ian,MVP Pilot,MVP Max,0,2018.03.10,2018 LCK 스프링 정규 시즌,34일차 1경기 1세트
진에어 그린윙스,나르,세주아니,아지르,트리스타나,타릭,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Wraith,1,2018.03.10,2018 LCK 스프링 정규 시즌,34일차 1경기 1세트
MVP,초가스,자크,라이즈,트리스타나,타릭,MVP ADD,MVP Beyond,MVP Ian,MVP Pilot,MVP Max,1,2018.03.10,2018 LCK 스프링 정규 시즌,34일차 1경기 2세트
진에어 그린윙스,트런들,스카너,아지르,케이틀린,탐 켄치,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Wraith,0,2018.03.10,2018 LCK 스프링 정규 시즌,34일차 1경기 2세트
MVP,갱플랭크,잭스,라이즈,케이틀린,타릭,MVP ADD,MVP Beyond,MVP Ian,MVP Pilot,MVP Max,0,2018.03.10,2018 LCK 스프링 정규 시즌,34일차 1경기 3세트
진에어 그린윙스,카밀,세주아니,탈리야,바루스,쓰레쉬,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Wraith,1,2018.03.10,2018 LCK 스프링 정규 시즌,34일차 1경기 3세트
KSV,피오라,자크,아지르,자야,라칸,KSV CuVee,KSV Ambition,KSV Crown,KSV Ruler,KSV CoreJJ,0,2018.03.10,2018 LCK 스프링 정규 시즌,34일차 2경기 1세트
kt 롤스터,럼블,올라프,라이즈,이즈리얼,레오나,KT Smeb,KT Score,KT Pawn,KT Deft,KT Mata,1,2018.03.10,2018 LCK 스프링 정규 시즌,34일차 2경기 1세트
KSV,나르,세주아니,벨코즈,바루스,알리스타,KSV CuVee,KSV Ambition,KSV Crown,KSV Ruler,KSV CoreJJ,1,2018.03.10,2018 LCK 스프링 정규 시즌,34일차 2경기 2세트
kt 롤스터,카밀,올라프,아지르,애쉬,브라움,KT Smeb,KT Score,KT Pawn,KT Deft,KT Mata,0,2018.03.10,2018 LCK 스프링 정규 시즌,34일차 2경기 2세트
KSV,카밀,세주아니,카르마,바루스,브라움,KSV CuVee,KSV Ambition,KSV Crown,KSV Ruler,KSV CoreJJ,1,2018.03.10,2018 LCK 스프링 정규 시즌,34일차 2경기 3세트
kt 롤스터,갱플랭크,스카너,탈리야,자야,라칸,KT Smeb,KT Score,KT Pawn,KT Deft,KT Mata,0,2018.03.10,2018 LCK 스프링 정규 시즌,34일차 2경기 3세트
아프리카 프릭스,갱플랭크,세주아니,사이온,이즈리얼,브라움,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.03.11,2018 LCK 스프링 정규 시즌,35일차 1경기 1세트
콩두 몬스터,오른,자크,아지르,트리스타나,타릭,KDM Roach,KDM Raise,KDM Edge,KDM SSol,KDM Secret,0,2018.03.11,2018 LCK 스프링 정규 시즌,35일차 1경기 1세트
아프리카 프릭스,카밀,세주아니,탈리야,이즈리얼,블리츠크랭크,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.03.11,2018 LCK 스프링 정규 시즌,35일차 1경기 2세트
콩두 몬스터,나르,올라프,라이즈,코그모,탐 켄치,KDM Roach,KDM Raise,KDM Edge,KDM SSol,KDM Secret,0,2018.03.11,2018 LCK 스프링 정규 시즌,35일차 1경기 2세트
bbq olivers,나르,자르반 4세,신드라,트리스타나,브라움,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.03.11,2018 LCK 스프링 정규 시즌,35일차 2경기 1세트
킹존 드래곤X,갱플랭크,세주아니,아지르,케이틀린,잔나,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.03.11,2018 LCK 스프링 정규 시즌,35일차 2경기 1세트
bbq olivers,갱플랭크,올라프,코르키,트리스타나,타릭,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.03.11,2018 LCK 스프링 정규 시즌,35일차 2경기 2세트
킹존 드래곤X,카밀,니달리,갈리오,바루스,브라움,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.03.11,2018 LCK 스프링 정규 시즌,35일차 2경기 2세트
ROX 타이거즈,나르,세주아니,라이즈,코그모,쓰레쉬,ROX Lindarang,ROX SeongHwan,ROX Lava,ROX Sangyoon,ROX Key,0,2018.03.13,2018 LCK 스프링 정규 시즌,36일차 1경기 1세트
킹존 드래곤X,갱플랭크,스카너,아지르,애쉬,탐 켄치,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.03.13,2018 LCK 스프링 정규 시즌,36일차 1경기 1세트
ROX 타이거즈,오른,자크,탈리야,자야,라칸,ROX Lindarang,ROX SeongHwan,ROX Lava,ROX Sangyoon,ROX Key,1,2018.03.13,2018 LCK 스프링 정규 시즌,36일차 1경기 2세트
킹존 드래곤X,나르,니달리,사이온,코그모,탐 켄치,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,0,2018.03.13,2018 LCK 스프링 정규 시즌,36일차 1경기 2세트
ROX 타이거즈,나르,자크,카시오페아,바루스,탐 켄치,ROX Lindarang,ROX SeongHwan,ROX Lava,ROX Sangyoon,ROX Key,0,2018.03.13,2018 LCK 스프링 정규 시즌,36일차 1경기 3세트
킹존 드래곤X,카밀,스카너,사이온,이즈리얼,브라움,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.03.13,2018 LCK 스프링 정규 시즌,36일차 1경기 3세트
KSV,나르,스카너,탈리야,자야,라칸,KSV CuVee,KSV Ambition,KSV Crown,KSV Ruler,KSV CoreJJ,1,2018.03.13,2018 LCK 스프링 정규 시즌,36일차 2경기 1세트
진에어 그린윙스,초가스,잭스,아지르,트리스타나,브라움,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Wraith,0,2018.03.13,2018 LCK 스프링 정규 시즌,36일차 2경기 1세트
KSV,피오라,자르반 4세,벨코즈,자야,라칸,KSV CuVee,KSV Ambition,KSV Crown,KSV Ruler,KSV CoreJJ,0,2018.03.13,2018 LCK 스프링 정규 시즌,36일차 2경기 2세트
진에어 그린윙스,카밀,올라프,아지르,트리스타나,쓰레쉬,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Wraith,1,2018.03.13,2018 LCK 스프링 정규 시즌,36일차 2경기 2세트
KSV,갱플랭크,자크,벨코즈,자야,라칸,KSV CuVee,KSV Ambition,KSV Crown,KSV Ruler,KSV CoreJJ,1,2018.03.13,2018 LCK 스프링 정규 시즌,36일차 2경기 3세트
진에어 그린윙스,나르,카밀,라이즈,트리스타나,알리스타,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Wraith,0,2018.03.13,2018 LCK 스프링 정규 시즌,36일차 2경기 3세트
MVP,초가스,세주아니,아지르,트리스타나,알리스타,MVP ADD,MVP Beyond,MVP Ian,MVP Pilot,MVP Max,1,2018.03.14,2018 LCK 스프링 정규 시즌,37일차 1경기 1세트
콩두 몬스터,오른,자르반 4세,라이즈,케이틀린,타릭,KDM Roach,KDM U Jun,KDM Edge,KDM SSol,KDM Secret,0,2018.03.14,2018 LCK 스프링 정규 시즌,37일차 1경기 1세트
MVP,오른,스카너,신드라,트리스타나,쓰레쉬,MVP ADD,MVP Beyond,MVP Ian,MVP Pilot,MVP Max,0,2018.03.14,2018 LCK 스프링 정규 시즌,37일차 1경기 2세트
콩두 몬스터,나르,세주아니,탈리야,케이틀린,탐 켄치,KDM Roach,KDM Raise,KDM Edge,KDM SSol,KDM Secret,1,2018.03.14,2018 LCK 스프링 정규 시즌,37일차 1경기 2세트
MVP,갱플랭크,세주아니,카르마,자야,라칸,MVP ADD,MVP Beyond,MVP Ian,MVP Pilot,MVP Max,1,2018.03.14,2018 LCK 스프링 정규 시즌,37일차 1경기 3세트
콩두 몬스터,오른,올라프,신드라,케이틀린,탐 켄치,KDM Roach,KDM Raise,KDM Edge,KDM SSol,KDM Secret,0,2018.03.14,2018 LCK 스프링 정규 시즌,37일차 1경기 3세트
SKT T1,피오라,스카너,아지르,케이틀린,쓰레쉬,SKT T1 Untara,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Wolf,0,2018.03.14,2018 LCK 스프링 정규 시즌,37일차 2경기 1세트
bbq olivers,카밀,세주아니,직스,트리스타나,알리스타,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,1,2018.03.14,2018 LCK 스프링 정규 시즌,37일차 2경기 1세트
SKT T1,갱플랭크,세주아니,카사딘,자야,알리스타,SKT T1 Thal,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Wolf,1,2018.03.14,2018 LCK 스프링 정규 시즌,37일차 2경기 2세트
bbq olivers,초가스,스카너,아지르,트리스타나,라칸,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.03.14,2018 LCK 스프링 정규 시즌,37일차 2경기 2세트
SKT T1,카시오페아,올라프,카사딘,케이틀린,브라움,SKT T1 Thal,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Wolf,0,2018.03.14,2018 LCK 스프링 정규 시즌,37일차 2경기 3세트
bbq olivers,오른,스카너,아지르,트리스타나,라칸,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,1,2018.03.14,2018 LCK 스프링 정규 시즌,37일차 2경기 3세트
아프리카 프릭스,피오라,자크,갈리오,케이틀린,탐 켄치,Afreeca Kiin,Afreeca Mowgli,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.03.15,2018 LCK 스프링 정규 시즌,38일차 1경기 1세트
진에어 그린윙스,카밀,스카너,탈리야,트리스타나,타릭,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Wraith,0,2018.03.15,2018 LCK 스프링 정규 시즌,38일차 1경기 1세트
아프리카 프릭스,라이즈,녹턴,갈리오,트리스타나,레오나,Afreeca Kiin,Afreeca Mowgli,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,0,2018.03.15,2018 LCK 스프링 정규 시즌,38일차 1경기 2세트
진에어 그린윙스,갱플랭크,스카너,탈리야,자야,라칸,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Wraith,1,2018.03.15,2018 LCK 스프링 정규 시즌,38일차 1경기 2세트
아프리카 프릭스,갱플랭크,스카너,애니비아,징크스,탐 켄치,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.03.15,2018 LCK 스프링 정규 시즌,38일차 1경기 3세트
진에어 그린윙스,카밀,자크,갈리오,트리스타나,알리스타,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Wraith,0,2018.03.15,2018 LCK 스프링 정규 시즌,38일차 1경기 3세트
kt 롤스터,피오라,자크,신드라,자야,라칸,KT Smeb,KT Score,KT Ucal,KT Deft,KT Mata,0,2018.03.15,2018 LCK 스프링 정규 시즌,38일차 2경기 1세트
킹존 드래곤X,갱플랭크,올라프,제라스,바루스,레오나,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.03.15,2018 LCK 스프링 정규 시즌,38일차 2경기 1세트
kt 롤스터,피오라,세주아니,라이즈,케이틀린,브라움,KT Smeb,KT Score,KT Ucal,KT Deft,KT Mata,0,2018.03.15,2018 LCK 스프링 정규 시즌,38일차 2경기 2세트
킹존 드래곤X,나르,자크,사이온,코그모,탐 켄치,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.03.15,2018 LCK 스프링 정규 시즌,38일차 2경기 2세트
MVP,피오라,그라가스,라이즈,트리스타나,쉔,MVP ADD,MVP Beyond,MVP Ian,MVP Pilot,MVP Max,0,2018.03.17,2018 LCK 스프링 정규 시즌,39일차 1경기 1세트
아프리카 프릭스,초가스,카직스,갈리오,자야,라칸,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.03.17,2018 LCK 스프링 정규 시즌,39일차 1경기 1세트
MVP,라이즈,니달리,아지르,자야,라칸,MVP ADD,MVP Beyond,MVP Ian,MVP Pilot,MVP Max,0,2018.03.17,2018 LCK 스프링 정규 시즌,39일차 1경기 2세트
아프리카 프릭스,블라디미르,올라프,애니비아,이즈리얼,브라움,Afreeca Kiin,Afreeca Mowgli,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.03.17,2018 LCK 스프링 정규 시즌,39일차 1경기 2세트
bbq olivers,카밀,세주아니,갈리오,바루스,브라움,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,1,2018.03.17,2018 LCK 스프링 정규 시즌,39일차 2경기 1세트
kt 롤스터,나르,올라프,벨코즈,자야,라칸,KT Smeb,KT Score,KT Ucal,KT Deft,KT Mata,0,2018.03.17,2018 LCK 스프링 정규 시즌,39일차 2경기 1세트
bbq olivers,카밀,세주아니,직스,코그모,쓰레쉬,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.03.17,2018 LCK 스프링 정규 시즌,39일차 2경기 2세트
kt 롤스터,갱플랭크,카직스,아지르,바루스,브라움,KT Smeb,KT Score,kt Ucal,KT Deft,KT Mata,1,2018.03.17,2018 LCK 스프링 정규 시즌,39일차 2경기 2세트
bbq olivers,카밀,자크,직스,트리스타나,레오나,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.03.17,2018 LCK 스프링 정규 시즌,39일차 2경기 3세트
kt 롤스터,피오라,세주아니,아지르,바루스,쓰레쉬,KT Smeb,KT Score,KT Ucal,KT Deft,KT Mata,1,2018.03.17,2018 LCK 스프링 정규 시즌,39일차 2경기 3세트
KSV,카밀,세주아니,카르마,이즈리얼,브라움,KSV CuVee,KSV Ambition,KSV Crown,KSV Ruler,KSV CoreJJ,0,2018.03.18,2018 LCK 스프링 정규 시즌,40일차 1경기 1세트
SKT T1,뽀삐,자크,아지르,자야,잔나,SKT T1 Thal,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Effort,1,2018.03.18,2018 LCK 스프링 정규 시즌,40일차 1경기 1세트
KSV,사이온,세주아니,신드라,트리스타나,알리스타,KSV CuVee,KSV Haru,KSV Crown,KSV Ruler,KSV CoreJJ,0,2018.03.18,2018 LCK 스프링 정규 시즌,40일차 1경기 2세트
SKT T1,초가스,자크,애니비아,자야,라칸,SKT T1 Thal,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Effort,1,2018.03.18,2018 LCK 스프링 정규 시즌,40일차 1경기 2세트
ROX 타이거즈,나르,세주아니,아지르,자야,쉔,ROX Lindarang,ROX SeongHwan,ROX Lava,ROX Sangyoon,ROX Key,1,2018.03.18,2018 LCK 스프링 정규 시즌,40일차 2경기 1세트
콩두 몬스터,피오라,자크,라이즈,케이틀린,탐 켄치,KDM Roach,KDM Raise,KDM Edge,KDM SSol,KDM Secret,0,2018.03.18,2018 LCK 스프링 정규 시즌,40일차 2경기 1세트
ROX 타이거즈,사이온,스카너,아지르,이즈리얼,쓰레쉬,ROX Lindarang,ROX SeongHwan,ROX Lava,ROX Sangyoon,ROX Key,1,2018.03.18,2018 LCK 스프링 정규 시즌,40일차 2경기 2세트
콩두 몬스터,오른,세주아니,라이즈,코그모,모르가나,KDM Roach,KDM U Jun,KDM Edge,KDM SSol,KDM Secret,0,2018.03.18,2018 LCK 스프링 정규 시즌,40일차 2경기 2세트
MVP,사이온,자크,애니비아,자야,라칸,MVP ADD,MVP Beyond,MVP Ian,MVP MaHa,MVP Max,0,2018.03.20,2018 LCK 스프링 정규 시즌,41일차 1경기 1세트
kt 롤스터,갱플랭크,스카너,스웨인,이즈리얼,레오나,KT Smeb,KT Score,kt Ucal,KT Deft,KT Mata,1,2018.03.20,2018 LCK 스프링 정규 시즌,41일차 1경기 1세트
MVP,오른,신 짜오,코르키,자야,라칸,MVP ADD,MVP Beyond,MVP Ian,MVP Pilot,MVP Max,0,2018.03.20,2018 LCK 스프링 정규 시즌,41일차 1경기 2세트
kt 롤스터,사이온,올라프,아지르,이즈리얼,레오나,KT Smeb,KT Score,kt Ucal,KT Deft,KT Mata,1,2018.03.20,2018 LCK 스프링 정규 시즌,41일차 1경기 2세트
bbq olivers,갱플랭크,잭스,아지르,자야,쓰레쉬,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.03.20,2018 LCK 스프링 정규 시즌,41일차 2경기 1세트
아프리카 프릭스,카밀,자크,벨코즈,이즈리얼,라칸,Afreeca Kiin,Afreeca Mowgli,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.03.20,2018 LCK 스프링 정규 시즌,41일차 2경기 1세트
bbq olivers,스웨인,자크,아지르,이즈리얼,브라움,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.03.20,2018 LCK 스프링 정규 시즌,41일차 2경기 2세트
아프리카 프릭스,사이온,세주아니,카르마,징크스,탐 켄치,Afreeca Kiin,Afreeca Mowgli,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.03.20,2018 LCK 스프링 정규 시즌,41일차 2경기 2세트
KSV,나르,스카너,카르마,바루스,라칸,KSV CuVee,KSV Ambition,KSV Crown,KSV Ruler,KSV CoreJJ,0,2018.03.21,2018 LCK 스프링 정규 시즌,42일차 1경기 1세트
ROX 타이거즈,스웨인,올라프,탈리야,코그모,알리스타,ROX Lindarang,ROX SeongHwan,ROX Lava,ROX Sangyoon,ROX Key,1,2018.03.21,2018 LCK 스프링 정규 시즌,42일차 1경기 1세트
KSV,나르,올라프,말자하,바루스,브라움,KSV CuVee,KSV Haru,KSV Crown,KSV Ruler,KSV CoreJJ,1,2018.03.21,2018 LCK 스프링 정규 시즌,42일차 1경기 2세트
ROX 타이거즈,사이온,세주아니,탈리야,코그모,룰루,ROX Lindarang,ROX SeongHwan,ROX Lava,ROX Sangyoon,ROX Key,0,2018.03.21,2018 LCK 스프링 정규 시즌,42일차 1경기 2세트
KSV,오른,자크,말자하,케이틀린,브라움,KSV CuVee,KSV Haru,KSV Crown,KSV Ruler,KSV CoreJJ,0,2018.03.21,2018 LCK 스프링 정규 시즌,42일차 1경기 3세트
ROX 타이거즈,갱플랭크,스카너,카르마,징크스,쓰레쉬,ROX Lindarang,ROX SeongHwan,ROX Lava,ROX Sangyoon,ROX Key,1,2018.03.21,2018 LCK 스프링 정규 시즌,42일차 1경기 3세트
진에어 그린윙스,오른,스카너,라이즈,자야,라칸,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Wraith,0,2018.03.21,2018 LCK 스프링 정규 시즌,42일차 2경기 1세트
킹존 드래곤X,나르,올라프,갈리오,진,탐 켄치,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.03.21,2018 LCK 스프링 정규 시즌,42일차 2경기 1세트
진에어 그린윙스,나르,스카너,아지르,케이틀린,탐 켄치,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Wraith,0,2018.03.21,2018 LCK 스프링 정규 시즌,42일차 2경기 2세트
킹존 드래곤X,제이스,자크,스웨인,애쉬,브라움,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.03.21,2018 LCK 스프링 정규 시즌,42일차 2경기 2세트
bbq olivers,사이온,올라프,카르마,케이틀린,모르가나,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,1,2018.03.22,2018 LCK 스프링 정규 시즌,43일차 1경기 1세트
콩두 몬스터,나르,자크,스웨인,이즈리얼,레오나,KDM Roach,KDM Raise,KDM Edge,KDM SSol,KDM Secret,0,2018.03.22,2018 LCK 스프링 정규 시즌,43일차 1경기 1세트
bbq olivers,오른,세주아니,벨코즈,자야,라칸,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,1,2018.03.22,2018 LCK 스프링 정규 시즌,43일차 1경기 2세트
콩두 몬스터,사이온,올라프,스웨인,케이틀린,모르가나,KDM Roach,KDM Raise,KDM Edge,KDM SSol,KDM Secret,0,2018.03.22,2018 LCK 스프링 정규 시즌,43일차 1경기 2세트
MVP,초가스,세주아니,벨코즈,이즈리얼,잔나,MVP ADD,MVP Beyond,MVP Ian,MVP Pilot,MVP Max,0,2018.03.22,2018 LCK 스프링 정규 시즌,43일차 2경기 1세트
SKT T1,트런들,자크,아지르,바루스,브라움,SKT T1 Thal,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Effort,1,2018.03.22,2018 LCK 스프링 정규 시즌,43일차 2경기 1세트
MVP,갱플랭크,스카너,코르키,이즈리얼,모르가나,MVP ADD,MVP Beyond,MVP Ian,MVP Pilot,MVP Max,0,2018.03.22,2018 LCK 스프링 정규 시즌,43일차 2경기 2세트
SKT T1,블라디미르,자크,갈리오,케이틀린,카르마,SKT T1 Thal,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Effort,1,2018.03.22,2018 LCK 스프링 정규 시즌,43일차 2경기 2세트
KSV,라이즈,카밀,신드라,자야,라칸,KSV CuVee,KSV Haru,KSV Crown,KSV Ruler,KSV CoreJJ,0,2018.03.24,2018 LCK 스프링 정규 시즌,44일차 1경기 1세트
킹존 드래곤X,사이온,올라프,탈리야,진,탐 켄치,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.03.24,2018 LCK 스프링 정규 시즌,44일차 1경기 1세트
KSV,갱플랭크,그라가스,탈리야,자야,라칸,KSV CuVee,KSV Ambition,KSV Crown,KSV Ruler,KSV CoreJJ,1,2018.03.24,2018 LCK 스프링 정규 시즌,44일차 1경기 2세트
킹존 드래곤X,나르,스카너,라이즈,바루스,브라움,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,0,2018.03.24,2018 LCK 스프링 정규 시즌,44일차 1경기 2세트
KSV,나르,자크,아지르,바루스,브라움,KSV CuVee,KSV Ambition,KSV Crown,KSV Ruler,KSV CoreJJ,0,2018.03.24,2018 LCK 스프링 정규 시즌,44일차 1경기 3세트
킹존 드래곤X,카밀,세주아니,탈리야,케이틀린,쓰레쉬,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.03.24,2018 LCK 스프링 정규 시즌,44일차 1경기 3세트
